,Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,PTS/M,TRB/M,AST/M,STL/M,BLK/M,Stats/M,Year
194,14,Tim Duncan,35,SAS,0.0,3.0,1210,0.002,58,28.2,15.4,9.0,2.3,0.7,1.5,0.492,0.0,0.695,5.9,0.174,0.5460992907801419,0.3191489361702128,0.08156028368794326,0.02482269503546099,0.05319148936170213,1.0248226950354609,2012
195,15,Joe Johnson,30,ATL,0.0,1.0,1210,0.001,60,35.5,18.8,3.7,3.9,0.8,0.2,0.454,0.388,0.849,6.4,0.145,0.5295774647887325,0.10422535211267606,0.10985915492957746,0.022535211267605635,0.005633802816901409,0.7718309859154929,2012
196,1,LeBron James,28,MIA,120.0,1207.0,1210,0.998,76,37.9,26.8,8.0,7.3,1.7,0.9,0.565,0.406,0.753,19.3,0.322,0.7071240105540898,0.21108179419525067,0.19261213720316622,0.044854881266490766,0.0237467018469657,1.1794195250659631,2013
197,2,Kevin Durant,24,OKC,0.0,765.0,1210,0.632,81,38.5,28.1,7.9,4.6,1.4,1.3,0.51,0.416,0.905,18.9,0.291,0.7298701298701299,0.2051948051948052,0.11948051948051946,0.03636363636363636,0.03376623376623377,1.1246753246753247,2013
198,3,Carmelo Anthony,28,NYK,1.0,475.0,1210,0.393,67,37.0,28.7,6.9,2.6,0.8,0.5,0.449,0.379,0.83,9.5,0.184,0.7756756756756756,0.1864864864864865,0.07027027027027027,0.021621621621621623,0.013513513513513514,1.0675675675675675,2013
199,4,Chris Paul,27,LAC,0.0,289.0,1210,0.239,70,33.4,16.9,3.7,9.7,2.4,0.1,0.481,0.328,0.885,13.9,0.287,0.5059880239520957,0.11077844311377247,0.2904191616766467,0.0718562874251497,0.0029940119760479044,0.9820359281437125,2013
200,5,Kobe Bryant,34,LAL,0.0,184.0,1210,0.152,78,38.6,27.3,5.6,6.0,1.4,0.3,0.463,0.324,0.839,10.9,0.174,0.7072538860103627,0.14507772020725387,0.15544041450777202,0.03626943005181347,0.007772020725388601,1.0518134715025906,2013
201,6,Tony Parker,30,SAS,0.0,86.0,1210,0.071,66,32.9,20.3,3.0,7.6,0.8,0.1,0.522,0.353,0.845,9.3,0.206,0.6170212765957447,0.0911854103343465,0.23100303951367782,0.024316109422492405,0.0030395136778115506,0.9665653495440729,2013
202,7,Tim Duncan,36,SAS,0.0,65.0,1210,0.054,69,30.1,17.8,9.9,2.7,0.7,2.7,0.502,0.286,0.817,8.3,0.191,0.5913621262458472,0.3289036544850498,0.08970099667774087,0.02325581395348837,0.08970099667774087,1.1229235880398671,2013
203,8,James Harden,23,HOU,0.0,33.0,1210,0.027,78,38.3,25.9,4.9,5.8,1.8,0.5,0.438,0.368,0.851,12.8,0.206,0.6762402088772846,0.12793733681462144,0.1514360313315927,0.046997389033942565,0.013054830287206267,1.0156657963446474,2013
204,9,Russell Westbrook,24,OKC,0.0,9.0,1210,0.007,82,34.9,23.2,5.2,7.4,1.8,0.3,0.438,0.323,0.8,11.6,0.195,0.664756446991404,0.1489971346704871,0.21203438395415475,0.05157593123209169,0.008595988538681949,1.0859598853868195,2013
205,10,Dwyane Wade,31,MIA,0.0,5.0,1210,0.004,69,34.7,21.2,5.0,5.1,1.9,0.8,0.521,0.258,0.725,9.6,0.192,0.6109510086455331,0.1440922190201729,0.14697406340057634,0.0547550432276657,0.023054755043227664,0.9798270893371755,2013
206,11,Stephen Curry,24,GSW,0.0,3.0,1210,0.002,78,38.2,22.9,4.0,6.9,1.6,0.2,0.451,0.453,0.9,11.2,0.18,0.5994764397905759,0.10471204188481674,0.1806282722513089,0.041884816753926704,0.005235602094240838,0.9319371727748691,2013
207,12,Kevin Garnett,36,BOS,0.0,1.0,1210,0.001,68,29.7,14.8,7.8,2.3,1.1,0.9,0.496,0.125,0.786,5.6,0.133,0.4983164983164984,0.26262626262626265,0.07744107744107744,0.03703703703703704,0.030303030303030304,0.9057239057239058,2013
208,12,Marc Gasol,28,MEM,0.0,1.0,1210,0.001,80,35.0,14.1,7.8,4.0,1.0,1.7,0.494,0.071,0.848,11.5,0.197,0.40285714285714286,0.22285714285714286,0.11428571428571428,0.02857142857142857,0.04857142857142857,0.8171428571428572,2013
209,12,Ty Lawson,25,DEN,0.0,1.0,1210,0.001,73,34.4,16.7,2.7,6.9,1.5,0.1,0.461,0.366,0.756,7.4,0.141,0.48546511627906974,0.07848837209302327,0.20058139534883723,0.0436046511627907,0.002906976744186047,0.811046511627907,2013
210,12,David Lee,29,GSW,0.0,1.0,1210,0.001,79,36.8,18.5,11.2,3.5,0.8,0.3,0.519,0.0,0.797,9.1,0.15,0.5027173913043479,0.30434782608695654,0.09510869565217392,0.02173913043478261,0.008152173913043478,0.9320652173913044,2013
211,12,Joakim Noah,27,CHI,0.0,1.0,1210,0.001,66,36.8,11.9,11.1,4.0,1.2,2.1,0.481,0.0,0.751,7.3,0.145,0.32336956521739135,0.3016304347826087,0.10869565217391305,0.03260869565217391,0.05706521739130435,0.8233695652173914,2013
212,1,Kevin Durant,25,OKC,119.0,1232.0,1250,0.986,81,38.5,32.0,7.4,5.5,1.3,0.7,0.503,0.391,0.873,19.2,0.295,0.8311688311688312,0.19220779220779222,0.14285714285714285,0.03376623376623377,0.01818181818181818,1.218181818181818,2014
213,2,LeBron James,29,MIA,6.0,891.0,1250,0.713,77,37.7,27.1,6.9,6.3,1.6,0.3,0.567,0.379,0.75,15.9,0.264,0.7188328912466844,0.1830238726790451,0.16710875331564984,0.042440318302387266,0.007957559681697611,1.1193633952254642,2014
214,3,Blake Griffin,24,LAC,0.0,434.0,1250,0.347,80,35.8,24.1,9.5,3.9,1.2,0.6,0.528,0.273,0.715,12.2,0.205,0.6731843575418995,0.26536312849162014,0.10893854748603353,0.0335195530726257,0.01675977653631285,1.0977653631284918,2014
215,4,Joakim Noah,28,CHI,0.0,322.0,1250,0.258,80,35.3,12.6,11.3,5.4,1.2,1.5,0.475,0.0,0.737,11.2,0.19,0.3569405099150142,0.3201133144475921,0.15297450424929182,0.0339943342776204,0.042492917847025496,0.906515580736544,2014
216,5,James Harden,24,HOU,0.0,85.0,1250,0.068,73,38.0,25.4,4.7,6.1,1.6,0.4,0.456,0.366,0.866,12.8,0.221,0.6684210526315789,0.1236842105263158,0.16052631578947368,0.042105263157894736,0.010526315789473684,1.0052631578947369,2014
217,6,Stephen Curry,25,GSW,0.0,66.0,1250,0.053,78,36.5,24.0,4.3,8.5,1.6,0.2,0.471,0.424,0.885,13.4,0.225,0.6575342465753424,0.1178082191780822,0.2328767123287671,0.043835616438356165,0.005479452054794521,1.0575342465753423,2014
218,7,Chris Paul,28,LAC,0.0,45.0,1250,0.036,62,35.0,19.1,4.3,10.7,2.5,0.1,0.467,0.368,0.855,12.2,0.27,0.5457142857142857,0.12285714285714285,0.3057142857142857,0.07142857142857142,0.002857142857142857,1.0485714285714287,2014
219,8,Al Jefferson,29,CHA,0.0,34.0,1250,0.027,73,35.0,21.8,10.8,2.1,0.9,1.1,0.509,0.2,0.69,7.8,0.146,0.6228571428571429,0.3085714285714286,0.060000000000000005,0.025714285714285714,0.03142857142857143,1.0485714285714287,2014
220,9,Paul George,23,IND,0.0,33.0,1250,0.026,80,36.2,21.7,6.8,3.5,1.9,0.3,0.424,0.364,0.864,10.8,0.178,0.5994475138121547,0.1878453038674033,0.09668508287292817,0.05248618784530386,0.008287292817679558,0.9447513812154696,2014
221,10,LaMarcus Aldridge,28,POR,0.0,26.0,1250,0.021,69,36.2,23.2,11.1,2.6,0.9,1.0,0.458,0.2,0.822,7.5,0.144,0.6408839779005524,0.3066298342541436,0.0718232044198895,0.024861878453038673,0.027624309392265192,1.0718232044198894,2014
222,11,Kevin Love,25,MIN,0.0,25.0,1250,0.02,77,36.3,26.1,12.5,4.4,0.8,0.5,0.457,0.376,0.821,14.3,0.245,0.71900826446281,0.34435261707988984,0.12121212121212123,0.022038567493112952,0.013774104683195593,1.2203856749311297,2014
223,12,Tim Duncan,37,SAS,0.0,21.0,1250,0.017,74,29.2,15.1,9.7,3.0,0.6,1.9,0.49,0.0,0.731,7.4,0.164,0.5171232876712328,0.3321917808219178,0.10273972602739727,0.02054794520547945,0.06506849315068493,1.0376712328767121,2014
224,12,Tony Parker,31,SAS,0.0,21.0,1250,0.017,68,29.4,16.7,2.3,5.7,0.5,0.1,0.499,0.373,0.811,5.9,0.141,0.5680272108843537,0.0782312925170068,0.19387755102040818,0.017006802721088437,0.0034013605442176874,0.8605442176870748,2014
225,14,Dirk Nowitzki,35,DAL,0.0,7.0,1250,0.006,80,32.9,21.7,6.2,2.7,0.9,0.6,0.497,0.398,0.899,10.9,0.199,0.6595744680851063,0.18844984802431614,0.08206686930091187,0.02735562310030395,0.0182370820668693,0.9756838905775076,2014
226,15,Carmelo Anthony,29,NYK,0.0,4.0,1250,0.003,77,38.7,27.4,8.1,3.1,1.2,0.7,0.452,0.402,0.848,10.7,0.172,0.7080103359173125,0.20930232558139533,0.08010335917312661,0.031007751937984492,0.01808785529715762,1.0465116279069768,2014
227,16,Goran Dragić,27,PHO,0.0,3.0,1250,0.002,76,35.1,20.3,3.2,5.9,1.4,0.3,0.505,0.408,0.76,10.3,0.186,0.5783475783475783,0.09116809116809117,0.16809116809116809,0.03988603988603988,0.008547008547008546,0.886039886039886,2014
228,17,Mike Conley,26,MEM,0.0,1.0,1250,0.001,73,33.5,17.2,2.9,6.0,1.5,0.2,0.45,0.361,0.815,8.2,0.161,0.5134328358208955,0.08656716417910447,0.1791044776119403,0.04477611940298507,0.005970149253731343,0.8298507462686566,2014
229,1,Stephen Curry,26,GSW,100.0,1198.0,1300,0.922,80,32.7,23.8,4.3,7.7,2.0,0.2,0.487,0.443,0.914,15.7,0.288,0.72782874617737,0.1314984709480122,0.23547400611620795,0.061162079510703356,0.0061162079510703364,1.162079510703364,2015
230,2,James Harden,25,HOU,25.0,936.0,1300,0.72,81,36.8,27.4,5.7,7.0,1.9,0.7,0.44,0.375,0.868,16.4,0.265,0.7445652173913043,0.1548913043478261,0.19021739130434784,0.051630434782608696,0.019021739130434784,1.1603260869565217,2015
231,3,LeBron James,30,CLE,5.0,552.0,1300,0.425,69,36.1,25.3,6.0,7.4,1.6,0.7,0.488,0.354,0.71,10.4,0.199,0.7008310249307479,0.16620498614958448,0.20498614958448755,0.0443213296398892,0.019390581717451522,1.1357340720221607,2015
232,4,Russell Westbrook,26,OKC,0.0,352.0,1300,0.271,67,34.4,28.1,7.3,8.6,2.1,0.2,0.426,0.299,0.835,10.6,0.222,0.8168604651162792,0.2122093023255814,0.25,0.06104651162790698,0.005813953488372094,1.3459302325581397,2015
233,5,Anthony Davis,21,NOP,0.0,203.0,1300,0.156,68,36.1,24.4,10.2,2.2,1.5,2.9,0.535,0.083,0.805,14.0,0.274,0.6759002770083102,0.2825484764542936,0.060941828254847646,0.04155124653739612,0.08033240997229917,1.1412742382271468,2015
234,6,Chris Paul,29,LAC,0.0,124.0,1300,0.095,82,34.8,19.1,4.6,10.2,1.9,0.2,0.485,0.398,0.9,16.1,0.27,0.5488505747126438,0.13218390804597702,0.2931034482758621,0.05459770114942529,0.00574712643678161,1.0344827586206897,2015
235,7,LaMarcus Aldridge,29,POR,0.0,6.0,1300,0.005,71,35.4,23.4,10.2,1.7,0.7,1.0,0.466,0.352,0.845,8.6,0.165,0.6610169491525424,0.288135593220339,0.0480225988700565,0.019774011299435026,0.02824858757062147,1.0451977401129946,2015
236,8,Marc Gasol,30,MEM,0.0,3.0,1300,0.002,81,33.2,17.4,7.8,3.8,0.9,1.6,0.494,0.176,0.795,10.2,0.182,0.5240963855421686,0.23493975903614456,0.11445783132530118,0.027108433734939756,0.048192771084337345,0.9487951807228915,2015
237,8,Blake Griffin,25,LAC,0.0,3.0,1300,0.002,67,35.2,21.9,7.6,5.3,0.9,0.5,0.502,0.4,0.728,9.0,0.183,0.6221590909090908,0.21590909090909088,0.1505681818181818,0.025568181818181816,0.014204545454545454,1.0284090909090906,2015
238,10,Tim Duncan,38,SAS,0.0,1.0,1300,0.001,77,28.9,13.9,9.1,3.0,0.8,2.0,0.512,0.286,0.74,9.6,0.207,0.48096885813148793,0.314878892733564,0.10380622837370243,0.027681660899653984,0.06920415224913495,0.9965397923875432,2015
239,10,Kawhi Leonard,23,SAS,0.0,1.0,1300,0.001,64,31.8,16.5,7.2,2.5,2.3,0.8,0.479,0.349,0.802,8.6,0.204,0.5188679245283019,0.22641509433962265,0.07861635220125786,0.07232704402515723,0.025157232704402517,0.921383647798742,2015
240,10,Klay Thompson,24,GSW,0.0,1.0,1300,0.001,77,31.9,21.7,3.2,2.9,1.1,0.8,0.463,0.439,0.879,8.8,0.172,0.6802507836990596,0.10031347962382446,0.09090909090909091,0.03448275862068966,0.025078369905956115,0.9310344827586207,2015
241,1,Stephen Curry,27,GSW,131.0,1310.0,1310,1.0,79,34.2,30.1,5.4,6.7,2.1,0.2,0.504,0.454,0.908,17.9,0.318,0.8801169590643274,0.15789473684210525,0.195906432748538,0.06140350877192982,0.005847953216374269,1.3011695906432748,2016
242,2,Kawhi Leonard,24,SAS,0.0,634.0,1310,0.484,72,33.1,21.2,6.8,2.6,1.8,1.0,0.506,0.443,0.874,13.7,0.277,0.6404833836858006,0.20543806646525678,0.07854984894259819,0.054380664652567974,0.030211480362537763,1.0090634441087614,2016
243,3,LeBron James,31,CLE,0.0,631.0,1310,0.482,76,35.6,25.3,7.4,6.8,1.4,0.6,0.52,0.309,0.731,13.6,0.242,0.7106741573033708,0.20786516853932585,0.19101123595505617,0.03932584269662921,0.016853932584269662,1.1657303370786516,2016
244,4,Russell Westbrook,27,OKC,0.0,486.0,1310,0.371,80,34.4,23.5,7.8,10.4,2.0,0.3,0.454,0.296,0.812,14.0,0.245,0.6831395348837209,0.22674418604651164,0.3023255813953489,0.05813953488372093,0.00872093023255814,1.2790697674418607,2016
245,5,Kevin Durant,27,OKC,0.0,147.0,1310,0.112,72,35.8,28.2,8.2,5.0,1.0,1.2,0.505,0.387,0.898,14.5,0.27,0.7877094972067039,0.22905027932960895,0.13966480446927376,0.02793296089385475,0.0335195530726257,1.2178770949720672,2016
246,6,Chris Paul,30,LAC,0.0,107.0,1310,0.082,74,32.7,19.5,4.2,10.0,2.1,0.2,0.462,0.371,0.896,12.7,0.253,0.5963302752293578,0.12844036697247707,0.3058103975535168,0.06422018348623854,0.0061162079510703364,1.1009174311926606,2016
247,7,Draymond Green,25,GSW,0.0,50.0,1310,0.038,81,34.7,14.0,9.5,7.4,1.5,1.4,0.49,0.388,0.696,11.1,0.19,0.4034582132564841,0.2737752161383285,0.2132564841498559,0.04322766570605187,0.04034582132564841,0.9740634005763688,2016
248,8,Damian Lillard,25,POR,0.0,26.0,1310,0.02,75,35.7,25.1,4.0,6.8,0.9,0.4,0.419,0.375,0.892,9.2,0.165,0.7030812324929971,0.11204481792717086,0.19047619047619047,0.025210084033613443,0.011204481792717087,1.042016806722689,2016
249,9,James Harden,26,HOU,0.0,9.0,1310,0.007,82,38.1,29.0,6.1,7.5,1.7,0.6,0.439,0.359,0.86,13.3,0.204,0.7611548556430446,0.1601049868766404,0.19685039370078738,0.04461942257217848,0.015748031496062992,1.178477690288714,2016
250,10,Kyle Lowry,29,TOR,0.0,6.0,1310,0.005,77,37.0,21.2,4.7,6.4,2.1,0.4,0.427,0.388,0.811,11.6,0.196,0.572972972972973,0.12702702702702703,0.17297297297297298,0.05675675675675676,0.010810810810810811,0.9405405405405406,2016
251,1,Russell Westbrook,28,OKC,69.0,888.0,1010,0.879,81,34.6,31.6,10.7,10.4,1.6,0.4,0.425,0.343,0.845,13.1,0.224,0.9132947976878613,0.3092485549132948,0.30057803468208094,0.046242774566473986,0.011560693641618497,1.5809248554913296,2017
252,2,James Harden,27,HOU,22.0,753.0,1010,0.746,81,36.4,29.1,8.1,11.2,1.5,0.5,0.44,0.347,0.847,15.0,0.245,0.7994505494505495,0.22252747252747251,0.3076923076923077,0.04120879120879121,0.013736263736263736,1.3846153846153846,2017
253,3,Kawhi Leonard,25,SAS,9.0,500.0,1010,0.495,74,33.4,25.5,5.8,3.5,1.8,0.7,0.485,0.38,0.88,13.6,0.264,0.7634730538922156,0.17365269461077845,0.10479041916167665,0.05389221556886228,0.020958083832335328,1.1167664670658686,2017
254,4,LeBron James,32,CLE,1.0,333.0,1010,0.33,74,37.8,26.4,8.6,8.7,1.2,0.6,0.548,0.363,0.674,12.9,0.221,0.6984126984126984,0.22751322751322753,0.23015873015873015,0.031746031746031744,0.015873015873015872,1.2037037037037037,2017
255,5,Isaiah Thomas,27,BOS,0.0,81.0,1010,0.08,76,33.8,28.9,2.7,5.9,0.9,0.2,0.463,0.379,0.909,12.5,0.234,0.8550295857988166,0.07988165680473373,0.1745562130177515,0.026627218934911247,0.00591715976331361,1.1420118343195267,2017
256,6,Stephen Curry,28,GSW,0.0,52.0,1010,0.051,79,33.4,25.3,4.5,6.6,1.8,0.2,0.468,0.411,0.898,12.6,0.229,0.7574850299401198,0.1347305389221557,0.19760479041916168,0.05389221556886228,0.005988023952095809,1.1497005988023952,2017
257,7,Giannis Antetokounmpo,22,MIL,0.0,7.0,1010,0.007,80,35.6,22.9,8.8,5.4,1.6,1.9,0.521,0.272,0.77,12.4,0.21,0.6432584269662921,0.24719101123595508,0.15168539325842698,0.0449438202247191,0.05337078651685393,1.1404494382022472,2017
258,7,John Wall,26,WAS,0.0,7.0,1010,0.007,78,36.4,23.1,4.2,10.7,2.0,0.6,0.451,0.327,0.801,8.8,0.149,0.6346153846153847,0.11538461538461539,0.29395604395604397,0.054945054945054944,0.016483516483516484,1.1153846153846154,2017
259,9,Anthony Davis,23,NOP,0.0,2.0,1010,0.002,75,36.1,28.0,11.8,2.1,1.3,2.2,0.505,0.299,0.802,11.0,0.195,0.7756232686980609,0.3268698060941828,0.05817174515235457,0.036011080332409975,0.060941828254847646,1.257617728531856,2017
260,9,Kevin Durant,28,GSW,0.0,2.0,1010,0.002,62,33.4,25.1,8.3,4.8,1.1,1.6,0.537,0.375,0.875,12.0,0.278,0.751497005988024,0.2485029940119761,0.1437125748502994,0.03293413173652695,0.04790419161676647,1.224550898203593,2017
261,11,DeMar DeRozan,27,TOR,0.0,1.0,1010,0.001,74,35.4,27.3,5.2,3.9,1.1,0.2,0.467,0.266,0.842,9.0,0.166,0.7711864406779662,0.14689265536723164,0.11016949152542373,0.03107344632768362,0.005649717514124295,1.0649717514124295,2017
262,1,James Harden,28,HOU,86.0,965.0,1010,0.955,72,35.4,30.4,5.4,8.8,1.8,0.7,0.449,0.367,0.858,15.4,0.289,0.8587570621468926,0.15254237288135594,0.24858757062146897,0.05084745762711865,0.019774011299435026,1.3305084745762714,2018
263,2,LeBron James,33,CLE,15.0,738.0,1010,0.731,82,36.9,27.5,8.6,9.1,1.4,0.9,0.542,0.367,0.731,14.0,0.221,0.7452574525745258,0.23306233062330622,0.24661246612466126,0.037940379403794036,0.024390243902439025,1.2872628726287263,2018
264,3,Anthony Davis,24,NOP,0.0,445.0,1010,0.441,75,36.4,28.1,11.1,2.3,1.5,2.6,0.534,0.34,0.828,13.7,0.241,0.771978021978022,0.30494505494505497,0.06318681318681318,0.04120879120879121,0.07142857142857144,1.252747252747253,2018
265,4,Damian Lillard,27,POR,0.0,207.0,1010,0.205,73,36.6,26.9,4.5,6.6,1.1,0.4,0.439,0.361,0.916,12.6,0.227,0.7349726775956283,0.12295081967213115,0.180327868852459,0.03005464480874317,0.01092896174863388,1.0792349726775954,2018
266,5,Russell Westbrook,29,OKC,0.0,76.0,1010,0.075,80,36.4,25.4,10.1,10.3,1.8,0.3,0.449,0.298,0.737,10.1,0.166,0.6978021978021978,0.2774725274725275,0.282967032967033,0.049450549450549455,0.008241758241758242,1.315934065934066,2018
267,6,Giannis Antetokounmpo,23,MIL,0.0,75.0,1010,0.074,75,36.7,26.9,10.0,4.8,1.5,1.4,0.529,0.307,0.76,11.9,0.207,0.7329700272479563,0.2724795640326975,0.1307901907356948,0.04087193460490463,0.03814713896457765,1.2152588555858308,2018
268,7,Kevin Durant,29,GSW,0.0,66.0,1010,0.065,68,34.2,26.4,6.8,5.4,0.7,1.8,0.516,0.419,0.889,10.4,0.215,0.7719298245614034,0.19883040935672514,0.15789473684210525,0.020467836257309937,0.05263157894736842,1.201754385964912,2018
269,8,DeMar DeRozan,28,TOR,0.0,32.0,1010,0.032,80,33.9,23.0,3.9,5.2,1.1,0.3,0.456,0.31,0.825,9.6,0.17,0.6784660766961652,0.11504424778761062,0.15339233038348082,0.03244837758112095,0.008849557522123894,0.9882005899705014,2018
270,9,LaMarcus Aldridge,32,SAS,0.0,6.0,1010,0.006,75,33.5,23.1,8.5,2.0,0.6,1.2,0.51,0.293,0.837,10.9,0.209,0.6895522388059702,0.2537313432835821,0.05970149253731343,0.01791044776119403,0.03582089552238806,1.0567164179104476,2018
271,10,Jimmy Butler,28,MIN,0.0,5.0,1010,0.005,59,36.7,22.2,5.3,4.9,2.0,0.4,0.474,0.35,0.854,8.9,0.198,0.6049046321525885,0.1444141689373297,0.1335149863760218,0.0544959128065395,0.010899182561307902,0.9482288828337875,2018
272,10,Stephen Curry,29,GSW,0.0,5.0,1010,0.005,51,32.0,26.4,5.1,6.1,1.6,0.2,0.495,0.423,0.921,9.1,0.267,0.825,0.159375,0.190625,0.05,0.00625,1.2312500000000002,2018
273,12,Joel Embiid,23,PHI,0.0,4.0,1010,0.004,63,30.3,22.9,11.0,3.2,0.6,1.8,0.483,0.308,0.769,6.2,0.155,0.7557755775577557,0.36303630363036304,0.10561056105610561,0.019801980198019802,0.0594059405940594,1.3036303630363035,2018
274,13,Victor Oladipo,25,IND,0.0,2.0,1010,0.002,75,34.0,23.1,5.2,4.3,2.4,0.8,0.477,0.371,0.799,8.2,0.155,0.6794117647058824,0.15294117647058825,0.1264705882352941,0.07058823529411765,0.023529411764705882,1.0529411764705883,2018
275,1,Giannis Antetokounmpo,24,MIL,78.0,941.0,1010,0.932,72,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,14.4,0.292,0.8445121951219513,0.38109756097560976,0.17987804878048783,0.03963414634146342,0.04573170731707318,1.4908536585365852,2019
276,2,James Harden,29,HOU,23.0,776.0,1010,0.768,78,36.8,36.1,6.6,7.5,2.0,0.7,0.442,0.368,0.879,15.2,0.254,0.9809782608695653,0.1793478260869565,0.20380434782608697,0.05434782608695653,0.019021739130434784,1.4375,2019
277,3,Paul George,28,OKC,0.0,356.0,1010,0.352,77,36.9,28.0,8.2,4.1,2.2,0.4,0.438,0.386,0.839,11.9,0.201,0.7588075880758808,0.2222222222222222,0.1111111111111111,0.059620596205962065,0.010840108401084013,1.1626016260162604,2019
278,4,Nikola Jokić,23,DEN,0.0,212.0,1010,0.21,80,31.3,20.1,10.8,7.3,1.4,0.7,0.511,0.307,0.821,11.8,0.226,0.6421725239616614,0.34504792332268375,0.23322683706070285,0.04472843450479233,0.022364217252396165,1.2875399361022364,2019
279,5,Stephen Curry,30,GSW,0.0,175.0,1010,0.173,69,33.8,27.3,5.3,5.2,1.3,0.4,0.472,0.437,0.916,9.7,0.199,0.8076923076923078,0.15680473372781065,0.15384615384615385,0.038461538461538464,0.01183431952662722,1.1686390532544382,2019
280,6,Damian Lillard,28,POR,0.0,69.0,1010,0.068,80,35.5,25.8,4.6,6.9,1.1,0.4,0.444,0.369,0.912,12.1,0.205,0.7267605633802817,0.1295774647887324,0.1943661971830986,0.03098591549295775,0.011267605633802818,1.0929577464788731,2019
281,7,Joel Embiid,24,PHI,0.0,49.0,1010,0.049,64,33.7,27.5,13.6,3.7,0.7,1.9,0.484,0.3,0.804,8.7,0.194,0.8160237388724035,0.40356083086053407,0.10979228486646884,0.020771513353115723,0.05637982195845696,1.406528189910979,2019
282,8,Kevin Durant,30,GSW,0.0,25.0,1010,0.025,78,34.6,26.0,6.4,5.9,0.7,1.1,0.521,0.353,0.885,11.5,0.204,0.7514450867052023,0.18497109826589594,0.17052023121387283,0.020231213872832367,0.031791907514450865,1.1589595375722543,2019
283,9,Kawhi Leonard,27,TOR,0.0,13.0,1010,0.013,60,34.0,26.6,7.3,3.3,1.8,0.4,0.496,0.371,0.854,9.5,0.224,0.7823529411764706,0.21470588235294116,0.09705882352941175,0.052941176470588235,0.011764705882352941,1.1588235294117648,2019
284,10,Russell Westbrook,30,OKC,0.0,8.0,1010,0.008,73,36.0,22.9,11.1,10.7,1.9,0.5,0.428,0.29,0.656,6.8,0.124,0.6361111111111111,0.30833333333333335,0.2972222222222222,0.05277777777777778,0.013888888888888888,1.3083333333333333,2019
285,11,Rudy Gobert,26,UTA,0.0,1.0,1010,0.001,81,31.8,15.9,12.9,2.0,0.8,2.3,0.669,0.0,0.636,14.4,0.268,0.5,0.4056603773584906,0.06289308176100629,0.025157232704402517,0.07232704402515723,1.0660377358490567,2019
286,11,LeBron James,34,LAL,0.0,1.0,1010,0.001,55,35.2,27.4,8.5,8.3,1.3,0.6,0.51,0.339,0.665,7.2,0.179,0.7784090909090908,0.2414772727272727,0.23579545454545456,0.03693181818181818,0.017045454545454544,1.3096590909090908,2019
287,1,Giannis Antetokounmpo,25,MIL,85.0,962.0,1010,0.952,63,30.4,29.5,13.6,5.6,1.0,1.0,0.553,0.304,0.633,11.1,0.279,0.9703947368421053,0.4473684210526316,0.18421052631578946,0.03289473684210526,0.03289473684210526,1.667763157894737,2020
288,2,LeBron James,35,LAL,16.0,753.0,1010,0.746,67,34.6,25.3,7.8,10.2,1.2,0.5,0.493,0.348,0.693,9.8,0.204,0.7312138728323699,0.2254335260115607,0.29479768786127164,0.03468208092485549,0.014450867052023121,1.300578034682081,2020
289,3,James Harden,30,HOU,0.0,367.0,1010,0.363,68,36.5,34.3,6.6,7.5,1.8,0.9,0.444,0.355,0.865,13.1,0.254,0.9397260273972602,0.18082191780821916,0.2054794520547945,0.049315068493150684,0.024657534246575342,1.4,2020
290,4,Luka Dončić,20,DAL,0.0,200.0,1010,0.198,61,33.6,28.8,9.4,8.8,1.0,0.2,0.463,0.316,0.758,8.8,0.207,0.8571428571428571,0.27976190476190477,0.2619047619047619,0.02976190476190476,0.005952380952380952,1.4345238095238093,2020
291,5,Kawhi Leonard,28,LAC,0.0,168.0,1010,0.166,57,32.4,27.1,7.1,4.9,1.8,0.6,0.47,0.378,0.886,8.7,0.226,0.8364197530864198,0.2191358024691358,0.15123456790123457,0.05555555555555556,0.018518518518518517,1.2808641975308643,2020
292,6,Anthony Davis,26,LAL,0.0,82.0,1010,0.081,62,34.4,26.1,9.3,3.2,1.5,2.3,0.503,0.33,0.846,11.1,0.25,0.7587209302325583,0.27034883720930236,0.0930232558139535,0.0436046511627907,0.06686046511627906,1.2325581395348837,2020
293,7,Chris Paul,34,OKC,0.0,26.0,1010,0.026,70,31.5,17.6,5.0,6.7,1.6,0.2,0.489,0.365,0.907,8.9,0.193,0.5587301587301587,0.15873015873015872,0.2126984126984127,0.050793650793650794,0.006349206349206349,0.9873015873015873,2020
294,8,Damian Lillard,29,POR,0.0,23.0,1010,0.023,66,37.5,30.0,4.3,8.0,1.1,0.3,0.463,0.401,0.888,11.6,0.225,0.8,0.11466666666666667,0.21333333333333335,0.029333333333333336,0.008,1.1653333333333336,2020
295,9,Nikola Jokić,24,DEN,0.0,18.0,1010,0.018,73,32.0,19.9,9.7,7.0,1.2,0.6,0.528,0.314,0.817,9.8,0.202,0.621875,0.303125,0.21875,0.0375,0.01875,1.2,2020
